district_number,district_name,school_number,school_name,grade,number_of_students,mean_scale_score,percentage_in_level_3_or_above,x1,x2,x3,x4,x5
50,PALM BEACH,0951,BOCA RATON ELEMENTARY SCHOOL,05,71,315,45,38,17,20,11,14
50,PALM BEACH,1101,PAHOKEE ELEMENTARY SCHOOL,05,58,308,43,47,10,17,21,5
50,PALM BEACH,1241,GOVE ELEMENTARY SCHOOL,05,83,308,29,49,22,10,11,8
50,PALM BEACH,1251,GLADE VIEW ELEMENTARY SCHOOL,05,33,320,52,18,30,21,21,9
50,PALM BEACH,1321,ROSENWALD ELEMENTARY SCHOOL,05,39,324,67,21,13,31,23,13
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,05,147,333,78,12,10,24,29,25
50,PALM BEACH,1401,WEST RIVIERA ELEMENTARY SCHOOL,05,80,297,20,61,19,11,5,4
50,PALM BEACH,1411,GROVE PARK ELEMENTARY SCHOOL,05,71,302,28,45,27,20,7,1
50,PALM BEACH,1421,HAGEN ROAD ELEMENTARY SCHOOL,05,134,318,45,25,31,19,17,8
50,PALM BEACH,1441,MELALEUCA ELEMENTARY SCHOOL,05,93,301,26,56,18,13,8,5
50,PALM BEACH,1451,ADDISON MIZNER SCHOOL,05,152,339,82,5,13,18,35,29
50,PALM BEACH,1531,CLIFFORD O TAYLOR/KIRKLANE ELE,05,180,303,23,50,27,15,7,1
50,PALM BEACH,1541,DWIGHT D. EISENHOWER ELEM.,05,58,325,66,17,17,26,29,10
50,PALM BEACH,1651,JERRY THOMAS ELEMENTARY SCHOOL,05,142,322,56,24,20,21,23,13
50,PALM BEACH,1661,VERDE K-8,05,221,323,60,22,18,27,19,14
50,PALM BEACH,1671,WELLINGTON ELEMENTARY SCHOOL,05,162,327,67,16,17,25,29,14
50,PALM BEACH,1711,SEMINOLE TRAILS ELEM. SCHOOL,05,75,309,37,36,27,16,20,1
50,PALM BEACH,1741,DEL PRADO ELEMENTARY SCHOOL,05,167,338,71,12,17,16,20,35
50,PALM BEACH,1761,H. L. JOHNSON ELEMENTARY SCHOOL,05,120,321,59,28,13,25,23,11
50,PALM BEACH,1781,WHISPERING PINES ELEMENTARY SCHOOL,05,187,331,69,14,17,20,20,29
50,PALM BEACH,1811,CORAL SUNSET ELEMENTARY SCHOOL,05,119,327,65,20,15,24,16,25
50,PALM BEACH,1831,K. E. CUNNINGHAM/CANAL POINT ELEMENTARY,05,51,306,33,47,20,24,10,0
50,PALM BEACH,1861,INDIAN PINES ELEMENTARY SCHOOL,05,93,312,42,42,16,13,14,15
50,PALM BEACH,1871,LIBERTY PARK ELEMENTARY SCHOOL,05,145,312,40,34,26,17,14,8
50,PALM BEACH,1891,BANYAN CREEK ELEMENTARY SCHOOL,05,131,326,65,25,10,17,26,22
50,PALM BEACH,1901,LOXAHATCHEE GROVES ELEMENTARY,05,95,319,52,28,20,20,20,12
50,PALM BEACH,1911,CALUSA ELEMENTARY SCHOOL,05,181,330,69,15,17,18,26,24
50,PALM BEACH,1941,CYPRESS TRAILS ELEMENTARY SCHOOL,05,83,327,67,22,11,24,23,20
50,PALM BEACH,1951,MORIKAMI PARK ELEMENTARY SCHOOL,05,145,356,96,1,3,12,23,61
50,PALM BEACH,1961,SANDPIPER SHORES ELEM. SCHOOL,05,143,329,71,20,8,24,22,26
50,PALM BEACH,2011,TIMBER TRACE ELEMENTARY SCHOOL,05,141,344,86,9,6,21,21,44
50,PALM BEACH,2031,LIMESTONE CREEK ELEM. SCHOOL,05,177,335,74,11,15,19,25,30
50,PALM BEACH,2051,NEW HORIZONS ELEMENTARY SCHOOL,05,125,317,46,29,25,24,17,6
50,PALM BEACH,2071,CITRUS COVE ELEMENTARY SCHOOL,05,152,325,64,25,11,23,21,20
50,PALM BEACH,2081,HAMMOCK POINTE ELEMENTARY SCHOOL,05,147,329,67,22,11,20,22,25
50,PALM BEACH,2091,JUPITER FARMS ELEMENTARY SCHL,05,102,338,79,4,17,19,30,30
50,PALM BEACH,2101,EGRET LAKE ELEMENTARY SCHOOL,05,101,318,51,27,22,32,13,7
50,PALM BEACH,2121,CRYSTAL LAKES ELEMENTARY SCHL,05,137,327,61,22,18,17,22,22
50,PALM BEACH,2141,ACREAGE PINES ELEMENTARY SCHOOL,05,95,334,77,11,13,16,31,31
50,PALM BEACH,2161,PANTHER RUN ELEMENTARY SCHOOL,05,173,343,87,5,9,20,27,40
50,PALM BEACH,2171,BLUE LAKE ELEMENTARY,05,87,347,87,5,8,13,23,52
50,PALM BEACH,2241,MANATEE ELEMENTARY SCHOOL,05,180,323,62,18,20,25,26,11
50,PALM BEACH,2351,ORCHARD VIEW ELEMENTARY SCHOOL,05,86,316,51,36,13,16,22,13
50,PALM BEACH,2371,PIONEER PARK ELEMENTARY SCHOOL,05,45,295,18,60,22,7,9,2
50,PALM BEACH,2401,BELLE GLADE ELEMENTARY SCHOOL,05,86,311,44,40,16,16,19,9
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,05,6,NA,NA,NA,NA,NA,NA,NA
50,PALM BEACH,2421,GOLDEN GROVE ELEMENTARY SCHOOL,05,147,323,60,22,18,22,23,14
50,PALM BEACH,2431,SOUTH GRADE ELEMENTARY SCHOOL,05,96,317,47,29,24,15,23,9
50,PALM BEACH,2491,DR. MARY MCLEOD BETHUNE ELEM.,05,74,306,38,42,20,23,9,5
50,PALM BEACH,2541,BEACON COVE INTERMEDIATE SCHL,05,220,341,80,10,11,19,19,42
50,PALM BEACH,2551,FRONTIER ELEMENTARY SCHOOL,05,134,334,77,7,16,25,25,27
50,PALM BEACH,2561,BINKS FOREST ELEMENTARY SCHOOL,05,219,334,80,6,14,28,31,21
50,PALM BEACH,2571,HERITAGE ELEMENTARY SCHOOL,05,147,316,46,32,22,21,17,7
50,PALM BEACH,2581,CORAL REEF ELEMENTARY SCHOOL,05,187,333,74,9,17,28,21,25
50,PALM BEACH,2591,PLEASANT CITY ELEMENTARY SCHOOL,05,46,312,48,41,11,30,15,2
50,PALM BEACH,2671,FREEDOM SHORES ELEMENTARY SCHOOL,05,126,313,45,35,20,22,16,7
50,PALM BEACH,2691,SUNRISE PARK ELEMENTARY SCHOOL,05,166,332,73,12,14,24,30,20
50,PALM BEACH,2721,DISCOVERY KEY ELEMENTARY SCHL,05,216,318,50,34,16,20,16,14
50,PALM BEACH,2731,CROSSPOINTE ELEMENTARY SCHOOL,05,97,317,53,33,14,25,18,10
50,PALM BEACH,2741,ROYAL PALM BEACH ELEMENTARY SCHOOL,05,132,321,61,26,14,27,24,10
50,PALM BEACH,2751,BENOIST FARMS ELEMENTARY SCHL,05,60,304,37,47,17,20,10,7
50,PALM BEACH,2761,CHOLEE LAKE ELEMENTARY SCHOOL,05,153,304,33,50,17,19,10,4
50,PALM BEACH,2791,THE LEARNING CENTER ELS CENTER OF EXCELLENCE,05,4,NA,NA,NA,NA,NA,NA,NA
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY ELEMENTARY,05,94,303,31,50,19,20,11,0
50,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER,05,35,304,26,54,20,20,3,3
50,PALM BEACH,2861,PIERCE HAMMOCK ELEMENTARY,05,85,333,76,9,14,25,32,20
50,PALM BEACH,2911,WESTERN ACADEMY CHARTER SCHOOL,05,45,328,67,7,27,33,20,13
50,PALM BEACH,2941,PALM BEACH SCHOOL FOR AUTISM,05,4,NA,NA,NA,NA,NA,NA,NA
50,PALM BEACH,3024,HIGHRIDGE FAMILY CENTER,05,1,NA,NA,NA,NA,NA,NA,NA
50,PALM BEACH,3261,DIAMOND VIEW ELEMENTARY SCHOOL,05,112,315,46,42,12,14,22,10
50,PALM BEACH,3341,EQUESTRIAN TRAILS ELEMENTARY,05,171,345,87,5,8,18,22,47
50,PALM BEACH,3351,GRASSY WATERS ELEMENTARY,05,132,316,52,29,19,27,17,8
50,PALM BEACH,3361,ELBRIDGE GALE ELEMENTARY SCHOOL,05,179,341,90,4,6,20,37,32
50,PALM BEACH,3381,IMAGINE SCHOOLS CHANCELLOR CAMPUS,05,123,322,51,24,24,15,28,9
50,PALM BEACH,3382,"GLADES ACADEMY, INC",05,25,296,24,60,16,12,12,0
50,PALM BEACH,3394,"MONTESSORI ACADEMYOF EARLY ENRICHMENT, INC",05,26,298,31,54,15,23,4,4
50,PALM BEACH,3395,SOMERSET ACADEMY JFK CHARTER SCHOOL,05,74,320,55,27,18,20,20,15
50,PALM BEACH,3413,SOMERSET ACADEMY BOCA EAST,05,37,331,73,11,16,27,30,16
50,PALM BEACH,3431,RENAISSANCE CHARTER SCHOOL AT WEST PALM BEACH,05,91,337,78,5,16,22,30,26
50,PALM BEACH,3941,BEN GAMLA-PALM BEACH,05,41,326,68,12,20,44,10,15
50,PALM BEACH,3961,GARDENS SCHOOL OF TECHNOLOGY ARTS INC,05,43,320,49,23,28,14,21,14
50,PALM BEACH,4001,RENAISSANCE CHARTER SCHOOL AT WELLINGTON,05,70,323,56,26,19,21,17,17
50,PALM BEACH,4002,RENAISSANCE CHARTER SCHOOL AT SUMMIT,05,100,307,34,46,20,20,7,7
50,PALM BEACH,4020,FRANKLIN ACADEMY - BOYNTON BEACH,05,134,315,41,33,26,22,13,6
50,PALM BEACH,4030,OLYMPUS INTERNATIONAL ACADEMY,05,35,312,29,37,34,17,0,11
50,PALM BEACH,4031,SOMERSET ACADEMY WELLINGTON K-8,05,47,313,38,30,32,9,23,6
50,PALM BEACH,4050,RENAISSANCE CHARTER SCHOOL AT CYPRESS,05,79,305,32,52,16,18,8,6
50,PALM BEACH,4051,RENAISSANCE CHARTER SCHOOL AT CENTRAL PALM,05,86,312,42,41,17,21,13,8
50,PALM BEACH,4061,FRANKLIN ACADEMY- PALM BEACH GARDENS,05,110,319,48,23,29,22,16,10
50,PALM BEACH,4080,UNIVERSITY PREPARATORY ACADEMY PALM BEACH,05,34,316,47,29,24,26,15,6
50,PALM BEACH,4091,SOMERSET ACADEMY LAKES,05,66,317,50,30,20,21,18,11
50,PALM BEACH,4102,BRIDGE PREP ACADEMY OF PALM BEACH,05,23,299,22,57,22,13,9,0
50,PALM BEACH,7001,PALM BEACH VIRTUAL INSTRUCTION PROGRAM,05,8,NA,NA,NA,NA,NA,NA,NA
51,PASCO,0021,RODNEY B. COX ELEMENTARY SCHL,05,51,312,37,35,27,24,14,0
51,PASCO,0032,TRINITY ELEMENTARY SCHOOL,05,82,330,74,12,13,23,35,16
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,05,167,326,65,17,17,26,26,14
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",05,94,304,23,46,31,15,7,1
51,PASCO,0061,PASCO ELEMENTARY SCHOOL,05,93,308,33,47,19,13,16,4
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,05,90,322,52,26,22,19,17,17
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,05,105,307,28,39,33,16,10,1
51,PASCO,0072,SUNRAY ELEMENTARY SCHOOL,05,57,303,32,47,21,16,14,2
51,PASCO,0082,OAKSTEAD ELEMENTARY SCHOOL,05,184,333,78,9,13,26,30,22
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,05,85,299,21,58,21,12,7,2
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,05,157,321,52,28,20,22,18,11
51,PASCO,0085,TRINITY OAKS ELEMENTARY SCHOOL,05,125,326,66,15,18,23,30,14
51,PASCO,0091,WEST ZEPHYRHILLS ELEM. SCHOOL,05,105,307,37,48,15,20,13,4
51,PASCO,0092,NEW RIVER ELEMENTARY SCHOOL,05,134,311,40,43,18,21,16,3
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,05,83,318,52,33,16,20,27,5
51,PASCO,0110,VETERANS ELEMENTARY SCHOOL,05,127,314,40,35,24,16,21,3
51,PASCO,0112,WATERGRASS ELEMENTARY SCHOOL,05,146,314,42,36,22,19,16,8
51,PASCO,0117,ODESSA ELEMENTARY SCHOOL,05,143,332,73,13,15,21,33,19
51,PASCO,0119,SANDERS MEMORIAL ELEMENTARY SCHOOL,05,133,336,79,11,10,22,27,30
51,PASCO,0120,QUAIL HOLLOW ELEMENTARY SCHOOL,05,90,312,43,37,20,26,10,8
51,PASCO,0121,SHADY HILLS ELEMENTARY SCHOOL,05,77,327,68,13,19,23,29,16
51,PASCO,0122,WIREGRASS ELEMENTARY SCHOOL,05,185,323,59,21,20,28,21,11
51,PASCO,0125,BEXLEY ELEMENTARY SCHOOL,05,200,324,63,23,15,26,22,15
51,PASCO,0132,WOODLAND ELEMENTARY SCHOOL,05,111,312,34,34,32,14,14,7
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,05,185,315,46,28,26,22,21,4
51,PASCO,0211,MITTYE P. LOCKE ELEM. SCHOOL,05,62,303,27,55,18,23,5,0
51,PASCO,0251,SAN ANTONIO ELEMENTARY SCHOOL,05,85,323,59,28,13,19,24,16
51,PASCO,0271,RICHEY ELEMENTARY SCHOOL,05,78,305,27,49,24,15,5,6
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,05,80,316,53,35,13,26,18,9
51,PASCO,0321,LACOOCHEE ELEMENTARY SCHOOL,05,45,318,47,24,29,24,16,7
51,PASCO,0341,SCHRADER ELEMENTARY SCHOOL,05,82,308,28,49,23,16,7,5
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,05,78,305,26,47,27,14,9,3
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,05,63,314,46,33,21,22,21,3
51,PASCO,0411,SEVEN SPRINGS ELEMENTARY SCHOOL,05,66,313,42,36,21,23,12,8
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,05,89,324,54,18,28,15,28,11
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,05,92,308,32,47,22,18,9,4
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,05,101,306,34,48,19,18,8,8
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,05,67,310,34,40,25,24,4,6
51,PASCO,0902,PINE VIEW ELEMENTARY SCHOOL,05,102,323,56,24,21,18,24,15
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,05,63,307,32,44,24,21,8,3
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,05,83,304,25,53,22,14,7,4
51,PASCO,0941,MOON LAKE ELEMENTARY SCHOOL,05,92,314,45,36,20,20,24,1
51,PASCO,0951,HUDSON ACADEMY,05,136,306,31,45,24,19,10,2
51,PASCO,0961,LAKE MYRTLE ELEMENTARY SCHOOL,05,111,318,49,31,21,20,21,8
51,PASCO,1411,STARKEY RANCH K-8,05,206,333,76,11,13,25,25,26
51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,05,95,331,75,15,11,27,26,21
51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHL,05,171,329,71,16,12,27,26,19
51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,05,111,329,75,11,14,32,33,10
51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,05,114,324,66,20,14,29,26,11
51,PASCO,4301,DAYSPRING ACADEMY,05,89,329,63,13,24,24,25,15
51,PASCO,4302,ACADEMY AT THE FARM,05,64,323,59,23,17,27,25,8
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,05,44,335,82,9,9,27,36,18
51,PASCO,4321,ATHENIAN ACADEMY OF TECHNOLOGY AND THE ARTS,05,40,329,65,8,28,28,20,18
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,05,91,334,74,8,19,25,26,22
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,05,112,323,54,15,31,26,20,8
51,PASCO,4327,LEARNING LODGE ACADEMY,05,25,317,48,20,32,24,20,4
51,PASCO,4328,PEPIN ACADEMIES OF PASCO COUNTY,05,16,281,6,88,6,0,6,0
51,PASCO,4329,PLATO ACADEMY TRINITY CHARTER SCHOOL,05,64,309,31,36,33,17,9,5
51,PASCO,4330,UNION PARK CHARTER ACADEMY,05,63,308,40,43,17,17,13,10
51,PASCO,4332,PINECREST ACADEMY WESLEY CHAPEL,05,93,324,60,22,18,24,25,12
51,PASCO,4333,INNOVATION PREPARATORY ACADEMY,05,89,328,62,18,20,22,19,20
51,PASCO,7023,PASCO VIRTUAL INSTRUCTION (DISTRICT PROVIDED),05,48,315,46,27,27,29,13,4
52,PINELLAS,0051,ANONA ELEMENTARY SCHOOL,05,71,340,85,10,6,15,35,34
52,PINELLAS,0111,AZALEA ELEMENTARY SCHOOL,05,69,320,51,26,23,23,19,9
52,PINELLAS,0131,BARDMOOR ELEMENTARY SCHOOL,05,58,320,48,26,26,22,16,10
52,PINELLAS,0151,BAUDER ELEMENTARY SCHOOL,05,108,336,77,9,14,23,26,28
52,PINELLAS,0161,BAY POINT ELEMENTARY SCHOOL,05,59,311,44,39,17,22,15,7
52,PINELLAS,0231,BAY VISTA FUNDAMENTAL ELEM.,05,90,339,78,12,10,13,28,37
52,PINELLAS,0271,BEAR CREEK ELEMENTARY SCHOOL,05,35,322,66,17,17,34,29,3
52,PINELLAS,0321,BELCHER ELEMENTARY SCHOOL,05,76,325,57,30,13,14,18,24
52,PINELLAS,0371,BELLEAIR ELEMENTARY SCHOOL,05,66,324,62,23,15,24,18,20
52,PINELLAS,0391,BLANTON ELEMENTARY SCHOOL,05,70,317,49,36,16,23,11,14
52,PINELLAS,0441,BROOKER CREEK ELEMENTARY SCHL,05,95,338,81,6,13,20,31,31
52,PINELLAS,0481,CAMPBELL PARK ELEMENTARY SCHOOL,05,53,305,26,45,28,19,4,4
52,PINELLAS,0811,CROSS BAYOU ELEMENTARY SCHOOL,05,50,305,36,54,10,24,10,2
52,PINELLAS,0851,CURLEW CREEK ELEMENTARY SCHOOL,05,83,339,86,4,11,29,27,30
52,PINELLAS,0991,LEILA DAVIS ELEMENTARY SCHOOL,05,79,330,63,15,22,16,25,22
52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,05,71,308,31,46,23,17,10,4
52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,05,120,317,48,30,22,21,21,7
52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHL,05,66,310,30,35,35,21,9,0
52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHL,05,70,311,43,36,21,29,10,4
52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,05,65,340,75,9,15,12,23,40
52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,05,76,330,72,12,16,24,33,16
52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,05,77,325,65,19,16,29,22,14
52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,05,63,317,40,25,35,13,22,5
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,05,82,316,46,32,22,18,20,9
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHL,05,77,334,71,17,12,22,21,29
52,PINELLAS,1691,GULFPORT MONTESSORI ELEM SCHL,05,57,314,40,33,26,26,7,7
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHL,05,109,322,55,27,18,20,21,14
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,05,6,NA,NA,NA,NA,NA,NA,NA
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,05,78,312,33,33,33,14,14,5
52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMENTARY,05,77,317,51,42,8,12,26,13
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEM.,05,51,325,49,27,24,8,22,20
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,05,46,316,48,24,28,26,20,2
52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHOOL,05,59,315,42,27,31,29,12,2
52,PINELLAS,2151,LEALMAN INNOVATION ACADEMY,05,30,291,10,67,23,3,7,0
52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8,05,88,347,91,1,8,20,25,45
52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,05,41,300,15,54,32,12,2,0
52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHL,05,68,317,53,34,13,24,18,12
52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,05,32,310,31,41,28,22,3,6
52,PINELLAS,2381,MIDTOWN ACADEMY,05,56,333,71,23,5,14,21,36
52,PINELLAS,2431,MILDRED HELMS ELEM. SCHOOL,05,80,324,53,25,23,16,20,16
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,05,17,282,6,82,12,6,0,0
52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,05,42,314,43,31,26,19,17,7
52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL,05,67,318,48,34,18,18,10,19
52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,05,80,324,56,26,18,20,20,16
52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,05,94,342,81,11,9,13,24,44
52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,05,85,324,60,21,19,27,15,18
52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL,05,74,347,86,11,3,11,28,47
52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,05,105,336,71,11,17,13,29,30
52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY,05,87,342,86,7,7,17,26,43
52,PINELLAS,3181,ELISA NELSON ELEMENTARY,05,103,350,89,5,6,16,23,50
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,05,4,NA,NA,NA,NA,NA,NA,NA
52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEM.,05,87,336,77,9,14,25,20,32
52,PINELLAS,3341,CLEARWATER INTERMEDIATE,05,10,296,30,70,0,30,0,0
52,PINELLAS,3361,PINELLAS CENTRAL ELEM. SCHOOL,05,74,326,58,26,16,22,11,26
52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHL,05,72,307,33,50,17,18,11,4
52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,05,85,332,73,15,12,26,21,26
52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOOL,05,74,314,43,35,22,20,16,7
52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL,05,100,333,69,18,13,15,27,27
52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOOL,05,89,335,64,10,26,15,21,28
52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHL,05,71,317,49,32,18,27,10,13
52,PINELLAS,3761,JAMES B. SANDERLIN K-8,05,79,329,57,23,20,11,18,28
52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,05,40,329,73,8,20,30,30,13
52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL,05,30,301,37,53,10,27,10,0
52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,05,86,326,60,22,17,20,24,16
52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,05,63,316,52,40,8,24,16,13
52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,05,107,330,71,16,13,25,28,18
52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL,05,72,323,60,28,13,21,19,19
52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,05,72,325,53,22,25,11,26,15
52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,05,104,329,67,22,11,14,29,24
52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,05,83,317,49,37,13,16,22,12
52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,05,65,344,78,6,15,15,18,45
52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHOOL,05,60,330,75,10,15,27,37,12
52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,05,76,313,41,38,21,20,14,7
52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE,05,64,352,98,0,2,16,28,55
52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,05,50,325,76,18,6,28,42,6
52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL,05,87,326,62,18,20,23,21,18
52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,05,31,301,26,61,13,6,13,6
52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,05,85,328,68,16,15,27,25,16
52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHL,05,100,348,88,4,8,12,28,48
52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,05,85,343,89,4,7,18,36,35
52,PINELLAS,6281,LAKE ST. GEORGE ELEM. SCHOOL,05,73,329,77,14,10,37,25,15
52,PINELLAS,6311,GULF BEACHES ELEMENTARY MAGNET SCHOOL,05,51,340,88,4,8,27,33,27
52,PINELLAS,6361,KINGS HIGHWAY ELEMENTARY MAGNET SCHOOL,05,29,330,69,17,14,17,41,10
52,PINELLAS,7004,PINELLAS VIRTUAL FRANCHISE,05,14,310,36,36,29,21,14,0
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,05,28,280,0,96,4,0,0,0
52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHOOL,05,43,328,72,16,12,30,30,12
52,PINELLAS,7151,ATHENIAN ACADEMY,05,53,328,64,17,19,17,30,17
52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY,05,70,309,31,37,31,27,4,0
52,PINELLAS,7181,PLATO ACADEMY CLEARWATER,05,68,327,65,19,16,28,19,18
52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL,05,9,NA,NA,NA,NA,NA,NA,NA
52,PINELLAS,7281,PLATO ACADEMY PALM HARBOR CHARTER SCHOOL,05,45,330,71,18,11,22,24,24
52,PINELLAS,7291,PINELLAS ACADEMY OF MATH AND SCIENCE,05,86,332,66,14,20,21,20,26
52,PINELLAS,7331,DISCOVERY ACADEMY OF SCIENCE,05,67,341,85,3,12,24,22,39
52,PINELLAS,7381,PLATO ACADEMY LARGO CHARTER SCHOOL,05,43,314,44,40,16,28,9,7
52,PINELLAS,7481,PLATO SEMINOLE,05,45,323,56,27,18,24,16,16
52,PINELLAS,7581,PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS,05,41,328,66,17,17,22,29,15
52,PINELLAS,7681,PLATO ACADEMY OF ST.PETERSBURG,05,46,326,59,15,26,22,26,11
52,PINELLAS,7781,PLATO ACADEMY PINELLAS PARK CHARTER SCHOOL,05,69,332,68,20,12,17,25,26
53,POLK,0061,CARLTON PALMORE ELEM. SCHOOL,05,60,321,55,27,18,22,20,13
53,POLK,0081,CLEVELAND COURT ELEM. SCHOOL,05,56,337,79,13,9,14,27,38
53,POLK,0091,COMBEE ACADEMY OF DESIGN AND ENGINEERING,05,81,323,47,21,32,17,14,16
53,POLK,0101,CRYSTAL LAKE ELEMENTARY SCHOOL,05,49,295,18,65,16,12,4,2
53,POLK,0131,DIXIELAND ELEMENTARY SCHOOL,05,56,308,34,50,16,13,16,5
53,POLK,0151,PHILIP O'BRIEN ELEMENTARY SCHOOL,05,106,296,22,61,17,17,5,0
53,POLK,0181,MEDULLA ELEMENTARY SCHOOL,05,67,318,52,25,22,21,28,3
53,POLK,0191,R. BRUCE WAGNER ELEMENTARY SCHOOL,05,156,313,42,40,18,15,18,8
53,POLK,0201,NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE,05,83,301,30,55,14,22,6,2
53,POLK,0231,SOUTHWEST ELEMENTARY SCHOOL,05,64,330,70,16,14,22,28,20
